007B0B3C-37EB-4646-8789-8D2D821B57A9#appfire#8EE6C65E-0924-4898-AF69-4A0B6D508CFC#appfire#productStock#appfire#INT#appfire#10#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Present stock","Finders":"false","Widgets":"numberfield","WidgetDisplayName":"undefined","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"undefined","MinValue":"-2147483648","MaxValue":"2147483647","ErrorMessage":"","Name":"productStock"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#5#appfire##appfire##appfire#0#appfire#1
9E19CD93-2651-4D58-BB53-8280C1978530#appfire#647AFC95-7EB9-461E-B3B6-00AB7FAD2A99#appfire#createdDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdDate"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#10#appfire##appfire##appfire#0#appfire#1
9E5E1688-CAFC-42D8-84A2-BA479F596869#appfire#94100F23-DE56-4FB0-8904-1E496E6FF41A#appfire#versionId#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"versionId","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"versionId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#9#appfire##appfire##appfire#0#appfire#1
9EBA1ED7-8E43-4D29-A7E9-18D28F10677A#appfire#5BA2B1E4-B84E-4D5A-B4AB-BF8E90A23F9B#appfire#appCustomerId#appfire#VARCHAR#appfire#64#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"AppCustomer Id","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"appCustomerId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#1#appfire##appfire##appfire#0#appfire#1
9FCCA32D-4C7B-44A4-897E-3589BD0C2239#appfire#3A8BBFE4-3CF0-4918-8E1D-2728ABB71475#appfire#versionId#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"versionId","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"versionId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#10#appfire##appfire##appfire#0#appfire#1
A03E4A77-8AD1-42E4-A375-333D9ADDBB2A#appfire#3CDBFD26-EC6E-4291-AF51-A76309BF1A44#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#18#appfire##appfire##appfire#0#appfire#1
A04D4798-D00C-4DB2-8E29-4174C1EE3242#appfire#A720D83C-B9DB-4168-A418-62497561FA8D#appfire#dateofbirth#appfire#DATE#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"DOB","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"datefield","WidgetDisplayName":"DateField","MinValue":"","MaxValue":"","ErrorMessage":"Please enter Date of birth","Finders":"false","Name":"dateofbirth"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#13#appfire##appfire##appfire#0#appfire#1
A0570EB1-DB24-4DEB-A11B-E7D54C83B068#appfire#AA233DAC-E16A-4303-93B7-6B670A2641D3#appfire#createdBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#8#appfire##appfire##appfire#0#appfire#1
A074B77C-3361-4AA3-8D27-79587F92FF0D#appfire#454050B3-A1C6-438C-AB87-A1CDCD1FF649#appfire#updatedDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedDate"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#7#appfire##appfire##appfire#0#appfire#1
A0866F12-AEC1-4978-A94A-7188816D939F#appfire#EFBDFCC4-34B8-4A63-8D05-A50D4E99FDED#appfire#regionName#appfire#VARCHAR#appfire#256#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Region Name","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"256","ErrorMessage":"","Finders":"true","Name":"regionName"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#4#appfire##appfire##appfire#0#appfire#1
A0BE3EFE-E97D-46DA-8E58-78FB55068588#appfire#73FA1513-BDBB-4C39-A37C-EE78DF50C901#appfire#updatedBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#7#appfire##appfire##appfire#0#appfire#1
A0D90E0D-B40B-4BB8-A964-B76CD8427395#appfire#14E642F5-9491-46BA-8D90-AD181E1E2DE8#appfire#languageId#appfire#VARCHAR#appfire#64#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Language Id","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"languageId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#1#appfire##appfire##appfire#0#appfire#1
A0DA531E-FE28-49F1-8D89-5E3FF690417E#appfire#647AFC95-7EB9-461E-B3B6-00AB7FAD2A99#appfire#updatedBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#11#appfire##appfire##appfire#0#appfire#1
A10EA15B-992F-436E-9C36-1B28DE0708AB#appfire#1B38A084-3862-43D0-A8DF-00B5433BCF07#appfire#txnAccessCode#appfire#INT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#1#appfire#column seq#appfire#{"DisplayName":"txnAccessCode","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"txnAccessCode"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#18#appfire##appfire##appfire#0#appfire#1
A11B29D3-9A12-4A38-BB11-E030C9C678A1#appfire#8EE6C65E-0924-4898-AF69-4A0B6D508CFC#appfire#productName#appfire#VARCHAR#appfire#256#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Product","Finders":"false","Widgets":"textfield","WidgetDisplayName":"undefined","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"undefined","MinValue":"0","MaxValue":"256","ErrorMessage":"","Name":"productName"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#2#appfire##appfire##appfire#0#appfire#1
A168EBC5-0914-4332-9CD4-BF74D3FF4A84#appfire#0113B144-6DB8-46BE-B719-EA9F4BA88388#appfire#updatedDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedDate"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#9#appfire##appfire##appfire#0#appfire#1
A1F27BCE-85F2-490E-AA27-CADE2FCB7EBD#appfire#AB025E3A-0E9A-4357-9739-B2DD1DA5D17D#appfire#minPwdLength#appfire#INT#appfire#11#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"minPwdLength","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"11","ErrorMessage":"","Finders":"false","Name":"minPwdLength"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#5#appfire##appfire##appfire#0#appfire#1
A2E1ED11-2EF3-4837-9999-1D2FF7629BE6#appfire#7E9A39A9-3EB2-4C65-ABD9-5AF59A566FEC#appfire#sessionData#appfire#VARCHAR#appfire#4000#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Session Data","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textareafield","WidgetDisplayName":"TextAreaField","MinValue":"0","MaxValue":"5120","ErrorMessage":"","Finders":"false","Name":"sessionData"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#6#appfire##appfire##appfire#0#appfire#1
A327DD43-7200-4126-AD98-DDAB89E1787B#appfire#1465F424-F9D4-458C-B8F9-19925DD16CD2#appfire#stateId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#stateId#appfire#ast_State_M#appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"State","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"stateId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#3#appfire##appfire##appfire#0#appfire#1
A3849B38-E3DF-43CC-B3EA-81ED1D769092#appfire#E8ADB1A1-4741-4A29-87EF-AA150C161D2B#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#8#appfire##appfire##appfire#0#appfire#1
A40ED5CA-C794-4995-A0C9-F77B7325453D#appfire#73C05A3B-4430-4A84-A3B2-5B11F2C08E1F#appfire#txnAccessCode#appfire#INT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#1#appfire#column seq#appfire#{"DisplayName":"txnAccessCode","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"txnAccessCode"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#12#appfire##appfire##appfire#0#appfire#1
A452E62B-8897-48CC-B1F1-E7E232D33BEF#appfire#14E642F5-9491-46BA-8D90-AD181E1E2DE8#appfire#updatedBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#12#appfire##appfire##appfire#0#appfire#1
A561364E-38B4-46B2-9DED-B435A53A8C6F#appfire#454050B3-A1C6-438C-AB87-A1CDCD1FF649#appfire#roleId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#roleId#appfire#ast_Roles_T#appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Role ID","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"3","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"roleId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#2#appfire#Algorithm#appfire##appfire#0#appfire#1
A6DC4FD5-C7B4-4A67-9526-39B9BA1B419C#appfire#F38F09EA-1EBD-462C-8BDB-18E2B50B9266#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#19#appfire##appfire##appfire#0#appfire#1
A720D8F6-810B-43F0-9E0A-8AA2CE2EE869#appfire#5BA2B1E4-B84E-4D5A-B4AB-BF8E90A23F9B#appfire#txnAccessCode#appfire#INT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#1#appfire#column seq#appfire#{"DisplayName":"txnAccessCode","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"txnAccessCode"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#16#appfire##appfire##appfire#0#appfire#1
A73F9B20-AFE3-4480-8636-331A73485C16#appfire#3C29822E-50BD-43A1-A7B8-553DD21D32DE#appfire#updatedBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#14#appfire##appfire##appfire#0#appfire#1
A75A56D3-5C04-49F4-808B-DB6700784689#appfire#22BDA3D5-8A96-4BB2-8200-5AE25FCCDA9C#appfire#txnAccessCode#appfire#INT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#1#appfire#column seq#appfire#{"DisplayName":"txnAccessCode","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"txnAccessCode"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#21#appfire##appfire##appfire#0#appfire#1
A77BB908-52C7-4DFF-B189-87DFB8A960AC#appfire#3C29822E-50BD-43A1-A7B8-553DD21D32DE#appfire#createdDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdDate"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#13#appfire##appfire##appfire#0#appfire#1
A91A798E-62F7-409A-8F1C-7A96A90688DB#appfire#BEC10A69-6B48-4F50-A3D0-B518853A56D9#appfire#algoDescription#appfire#VARCHAR#appfire#256#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Description","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"256","ErrorMessage":"","Finders":"false","Name":"algoDescription"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#4#appfire#Algorithm#appfire##appfire#0#appfire#1
A93AD72F-67D9-47A4-82AF-E9CCF88DA9B3#appfire#7E9A39A9-3EB2-4C65-ABD9-5AF59A566FEC#appfire#isActive#appfire#INT#appfire#11#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#0#appfire#0#appfire#column seq#appfire#{"DisplayName":"Active Tab","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"radio","WidgetDisplayName":"Radio","MinValue":"0","MaxValue":"11","ErrorMessage":"","Finders":"false","Name":"isActive"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#4#appfire##appfire##appfire#0#appfire#1
A97026F6-7137-46AA-8521-4A2FA1EF0A04#appfire#F38F09EA-1EBD-462C-8BDB-18E2B50B9266#appfire#uiType#appfire#VARCHAR#appfire#3#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"UI Type","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"3","ErrorMessage":"","Finders":"false","Name":"uiType"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#9#appfire##appfire##appfire#0#appfire#1
A9940434-CC84-4B87-9FBD-35CE4A10EDED#appfire#3BA0688A-3919-4FFB-AABD-1130A38664A6#appfire#jsonValue#appfire#TEXT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"jsonValue","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textareafield","WidgetDisplayName":"TextAreaField","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"jsonValue"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#10#appfire##appfire##appfire#0#appfire#1
